Table with row headers in column A and column headers in row 3,,,,,,,,,,,
"List 1. CORE BASED STATISTICAL AREAS (CBSAs), METROPOLITAN DIVISIONS, AND COMBINED STATISTICAL AREAS (CSAs), JULY 2023",,,,,,,,,,,
CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Elgin, IL","Chicago-Naperville, IL-IN-WI",DeKalb County,Illinois,17,037,Outlying
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Elgin, IL","Chicago-Naperville, IL-IN-WI",Kane County,Illinois,17,089,Central
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Elgin, IL","Chicago-Naperville, IL-IN-WI",Kendall County,Illinois,17,093,Central
16980,29404,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Lake County, IL","Chicago-Naperville, IL-IN-WI",Lake County,Illinois,17,097,Central
16980,29414,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Lake County-Porter County-Jasper County, IN","Chicago-Naperville, IL-IN-WI",Jasper County,Indiana,18,073,Outlying
16980,29414,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Lake County-Porter County-Jasper County, IN","Chicago-Naperville, IL-IN-WI",Lake County,Indiana,18,089,Central
16980,29414,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Lake County-Porter County-Jasper County, IN","Chicago-Naperville, IL-IN-WI",Newton County,Indiana,18,111,Outlying
16980,29414,176,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,"Lake County-Porter County-Jasper County, IN","Chicago-Naperville, IL-IN-WI",Porter County,Indiana,18,127,Central
17020,,,"Chico, CA",Metropolitan Statistical Area,,,Butte County,California,06,007,Central
17060,,198,"Chillicothe, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Ross County,Ohio,39,141,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Dearborn County,Indiana,18,029,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Franklin County,Indiana,18,047,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Ohio County,Indiana,18,115,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Boone County,Kentucky,21,015,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Bracken County,Kentucky,21,023,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Campbell County,Kentucky,21,037,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Gallatin County,Kentucky,21,077,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Grant County,Kentucky,21,081,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Kenton County,Kentucky,21,117,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Pendleton County,Kentucky,21,191,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Brown County,Ohio,39,015,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Butler County,Ohio,39,017,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Clermont County,Ohio,39,025,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Hamilton County,Ohio,39,061,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington, OH-KY-IN",Warren County,Ohio,39,165,Central
17220,,242,"Clarksburg, WV",Micropolitan Statistical Area,,"Fairmont-Clarksburg, WV",Doddridge County,West Virginia,54,017,Outlying
17220,,242,"Clarksburg, WV",Micropolitan Statistical Area,,"Fairmont-Clarksburg, WV",Harrison County,West Virginia,54,033,Central
17220,,242,"Clarksburg, WV",Micropolitan Statistical Area,,"Fairmont-Clarksburg, WV",Taylor County,West Virginia,54,091,Outlying
17260,,368,"Clarksdale, MS",Micropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Coahoma County,Mississippi,28,027,Central
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Christian County,Kentucky,21,047,Outlying
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Trigg County,Kentucky,21,221,Outlying
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Montgomery County,Tennessee,47,125,Central
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Stewart County,Tennessee,47,161,Outlying
17340,,,"Clearlake, CA",Micropolitan Statistical Area,,,Lake County,California,06,033,Central
17380,,,"Cleveland, MS",Micropolitan Statistical Area,,,Bolivar County,Mississippi,28,011,Central
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Ashtabula County,Ohio,39,007,Outlying
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Cuyahoga County,Ohio,39,035,Central
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Geauga County,Ohio,39,055,Central
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Lake County,Ohio,39,085,Central
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Lorain County,Ohio,39,093,Outlying
17410,,184,"Cleveland, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Medina County,Ohio,39,103,Central
17420,,174,"Cleveland, TN",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Bradley County,Tennessee,47,011,Central
17420,,174,"Cleveland, TN",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Polk County,Tennessee,47,139,Outlying
17500,,163,"Clewiston, FL",Micropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Glades County,Florida,12,043,Outlying
17500,,163,"Clewiston, FL",Micropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Hendry County,Florida,12,051,Central
17540,,209,"Clinton, IA",Micropolitan Statistical Area,,"Davenport-Moline, IA-IL",Clinton County,Iowa,19,045,Central
17580,,,"Clovis, NM",Micropolitan Statistical Area,,,Curry County,New Mexico,35,009,Central
17580,,,"Clovis, NM",Micropolitan Statistical Area,,,Roosevelt County,New Mexico,35,041,Outlying
17620,,434,"Coamo, PR",Micropolitan Statistical Area,,"Ponce-Coamo, PR",Coamo Municipio,Puerto Rico,72,043,Central
17620,,434,"Coamo, PR",Micropolitan Statistical Area,,"Ponce-Coamo, PR",Santa Isabel Municipio,Puerto Rico,72,133,Central
17640,,490,"Coco, PR",Micropolitan Statistical Area,,"San Juan-Bayamón, PR",Salinas Municipio,Puerto Rico,72,123,Central
17650,,,"Cody, WY",Micropolitan Statistical Area,,,Park County,Wyoming,56,029,Central
17660,,518,"Coeur d'Alene, ID",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Kootenai County,Idaho,16,055,Central
17740,,,"Coldwater, MI",Micropolitan Statistical Area,,,Branch County,Michigan,26,023,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Brazos County,Texas,48,041,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Burleson County,Texas,48,051,Outlying
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Robertson County,Texas,48,395,Outlying
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,,,El Paso County,Colorado,08,041,Central
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,,,Teller County,Colorado,08,119,Outlying
17860,,190,"Columbia, MO",Metropolitan Statistical Area,,"Columbia-Jefferson City-Moberly, MO",Boone County,Missouri,29,019,Central
17860,,190,"Columbia, MO",Metropolitan Statistical Area,,"Columbia-Jefferson City-Moberly, MO",Cooper County,Missouri,29,053,Outlying
17860,,190,"Columbia, MO",Metropolitan Statistical Area,,"Columbia-Jefferson City-Moberly, MO",Howard County,Missouri,29,089,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Calhoun County,South Carolina,45,017,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Fairfield County,South Carolina,45,039,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Kershaw County,South Carolina,45,055,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Lexington County,South Carolina,45,063,Central
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Richland County,South Carolina,45,079,Central
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Saluda County,South Carolina,45,081,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Russell County,Alabama,01,113,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Chattahoochee County,Georgia,13,053,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Harris County,Georgia,13,145,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Marion County,Georgia,13,197,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Muscogee County,Georgia,13,215,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Stewart County,Georgia,13,259,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Talbot County,Georgia,13,263,Outlying
18020,,294,"Columbus, IN",Metropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Bartholomew County,Indiana,18,005,Central
18060,,523,"Columbus, MS",Micropolitan Statistical Area,,"Starkville-Columbus, MS",Lowndes County,Mississippi,28,087,Central
18060,,523,"Columbus, MS",Micropolitan Statistical Area,,"Starkville-Columbus, MS",Noxubee County,Mississippi,28,103,Outlying
18100,,,"Columbus, NE",Micropolitan Statistical Area,,,Colfax County,Nebraska,31,037,Outlying
18100,,,"Columbus, NE",Micropolitan Statistical Area,,,Platte County,Nebraska,31,141,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Delaware County,Ohio,39,041,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Fairfield County,Ohio,39,045,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Franklin County,Ohio,39,049,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Hocking County,Ohio,39,073,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Licking County,Ohio,39,089,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Madison County,Ohio,39,097,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Morrow County,Ohio,39,117,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Perry County,Ohio,39,127,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Pickaway County,Ohio,39,129,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Union County,Ohio,39,159,Outlying
18180,,148,"Concord, NH",Micropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH",Merrimack County,New Hampshire,33,013,Central
18220,,458,"Connersville, IN",Micropolitan Statistical Area,,"Richmond-Connersville, IN",Fayette County,Indiana,18,041,Central
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Jackson County,Tennessee,47,087,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Overton County,Tennessee,47,133,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Putnam County,Tennessee,47,141,Central
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,White County,Tennessee,47,185,Outlying
18300,,,"Coos Bay-North Bend, OR",Micropolitan Statistical Area,,,Coos County,Oregon,41,011,Central
18340,,371,"Corbin, KY",Micropolitan Statistical Area,,"Middlesborough-Corbin, KY",Clay County,Kentucky,21,051,Outlying
18340,,371,"Corbin, KY",Micropolitan Statistical Area,,"Middlesborough-Corbin, KY",Knox County,Kentucky,21,121,Central
18340,,371,"Corbin, KY",Micropolitan Statistical Area,,"Middlesborough-Corbin, KY",Laurel County,Kentucky,21,125,Central
18340,,371,"Corbin, KY",Micropolitan Statistical Area,,"Middlesborough-Corbin, KY",Whitley County,Kentucky,21,235,Central
18380,,,"Cordele, GA",Micropolitan Statistical Area,,,Crisp County,Georgia,13,081,Central
18420,,539,"Corinth, MS",Micropolitan Statistical Area,,"Tupelo-Corinth, MS",Alcorn County,Mississippi,28,003,Central
18460,,122,"Cornelia, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Habersham County,Georgia,13,137,Central
18500,,236,"Corning, NY",Micropolitan Statistical Area,,"Elmira-Corning, NY",Steuben County,New York,36,101,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Aransas County,Texas,48,007,Outlying
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Nueces County,Texas,48,355,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",San Patricio County,Texas,48,409,Central
18620,,206,"Corsicana, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Navarro County,Texas,48,349,Central
18660,,296,"Cortland, NY",Micropolitan Statistical Area,,"Ithaca-Cortland, NY",Cortland County,New York,36,023,Central
18700,,440,"Corvallis, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Benton County,Oregon,41,003,Central
18740,,184,"Coshocton, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Coshocton County,Ohio,39,031,Central
18820,,294,"Crawfordsville, IN",Micropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Montgomery County,Indiana,18,107,Central
18860,,152,"Crescent City, CA",Micropolitan Statistical Area,,"Brookings-Crescent City, OR-CA",Del Norte County,California,06,015,Central
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,Okaloosa County,Florida,12,091,Central
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,Walton County,Florida,12,131,Central
18900,,,"Crossville, TN",Micropolitan Statistical Area,,,Cumberland County,Tennessee,47,035,Central
18980,,142,"Cullman, AL",Micropolitan Statistical Area,,"Birmingham-Cullman-Talladega, AL",Cullman County,Alabama,01,043,Central
19060,,,"Cumberland, MD-WV",Micropolitan Statistical Area,,,Allegany County,Maryland,24,001,Central
19060,,,"Cumberland, MD-WV",Micropolitan Statistical Area,,,Mineral County,West Virginia,54,057,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Collin County,Texas,48,085,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Dallas County,Texas,48,113,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Denton County,Texas,48,121,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Ellis County,Texas,48,139,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Hunt County,Texas,48,231,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Kaufman County,Texas,48,257,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Rockwall County,Texas,48,397,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK",Johnson County,Texas,48,251,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK",Parker County,Texas,48,367,Outlying
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK",Tarrant County,Texas,48,439,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK",Wise County,Texas,48,497,Outlying
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Murray County,Georgia,13,213,Outlying
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Whitfield County,Georgia,13,313,Central
19180,,169,"Danville, IL",Micropolitan Statistical Area,,"Champaign-Urbana-Danville, IL",Vermilion County,Illinois,17,183,Central
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Boyle County,Kentucky,21,021,Central
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Lincoln County,Kentucky,21,137,Outlying
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Pittsylvania County,Virginia,51,143,Central
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Danville city,Virginia,51,590,Central
19300,,380,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Baldwin County,Alabama,01,003,Central
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Henry County,Illinois,17,073,Outlying
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Mercer County,Illinois,17,131,Outlying
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Rock Island County,Illinois,17,161,Central
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Scott County,Iowa,19,163,Central
19430,,212,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Kettering, OH",Greene County,Ohio,39,057,Central
19430,,212,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Kettering, OH",Miami County,Ohio,39,109,Outlying
19430,,212,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Kettering, OH",Montgomery County,Ohio,39,113,Central
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL-TN",Lawrence County,Alabama,01,079,Outlying
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL-TN",Morgan County,Alabama,01,103,Central
19500,,,"Decatur, IL",Metropolitan Statistical Area,,,Macon County,Illinois,17,115,Central
19540,,258,"Decatur, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Adams County,Indiana,18,001,Central
19580,,,"Defiance, OH",Micropolitan Statistical Area,,,Defiance County,Ohio,39,039,Central
19620,,,"Del Rio, TX",Micropolitan Statistical Area,,,Val Verde County,Texas,48,465,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Lakeland-Deltona, FL",Flagler County,Florida,12,035,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Lakeland-Deltona, FL",Volusia County,Florida,12,127,Central
19700,,,"Deming, NM",Micropolitan Statistical Area,,,Luna County,New Mexico,35,029,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Adams County,Colorado,08,001,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Arapahoe County,Colorado,08,005,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Broomfield County,Colorado,08,014,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Clear Creek County,Colorado,08,019,Outlying
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Denver County,Colorado,08,031,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Douglas County,Colorado,08,035,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Elbert County,Colorado,08,039,Outlying
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Gilpin County,Colorado,08,047,Outlying
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Jefferson County,Colorado,08,059,Central
19740,,216,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,"Denver-Aurora-Greeley, CO",Park County,Colorado,08,093,Outlying
19760,,324,"DeRidder, LA",Micropolitan Statistical Area,,"Lake Charles-DeRidder, LA",Beauregard Parish,Louisiana,22,011,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Dallas County,Iowa,19,049,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Guthrie County,Iowa,19,077,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Jasper County,Iowa,19,099,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Madison County,Iowa,19,121,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Polk County,Iowa,19,153,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-West Des Moines-Ames, IA",Warren County,Iowa,19,181,Outlying
19810,,,"Detroit Lakes, MN",Micropolitan Statistical Area,,,Becker County,Minnesota,27,005,Central
19820,19804,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI",Wayne County,Michigan,26,163,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Lapeer County,Michigan,26,087,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Livingston County,Michigan,26,093,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Macomb County,Michigan,26,099,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Oakland County,Michigan,26,125,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",St. Clair County,Michigan,26,147,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Billings County,North Dakota,38,007,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Dunn County,North Dakota,38,025,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Stark County,North Dakota,38,089,Central
19940,,221,"Dixon, IL",Micropolitan Statistical Area,,"Dixon-Sterling, IL",Lee County,Illinois,17,103,Central
19980,,,"Dodge City, KS",Micropolitan Statistical Area,,,Ford County,Kansas,20,057,Central
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Geneva County,Alabama,01,061,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Henry County,Alabama,01,067,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Houston County,Alabama,01,069,Central
20060,,,"Douglas, GA",Micropolitan Statistical Area,,,Atkinson County,Georgia,13,003,Outlying
20060,,,"Douglas, GA",Micropolitan Statistical Area,,,Coffee County,Georgia,13,069,Central
20100,,428,"Dover, DE",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Kent County,Delaware,10,001,Central
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Johnson County,Georgia,13,167,Outlying
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Laurens County,Georgia,13,175,Central
20180,,524,"DuBois, PA",Micropolitan Statistical Area,,"State College-DuBois, PA",Clearfield County,Pennsylvania,42,033,Central
20220,,,"Dubuque, IA",Metropolitan Statistical Area,,,Dubuque County,Iowa,19,061,Central
20260,,228,"Duluth, MN-WI",Metropolitan Statistical Area,,"Duluth-Grand Rapids, MN-WI",Carlton County,Minnesota,27,017,Outlying
20260,,228,"Duluth, MN-WI",Metropolitan Statistical Area,,"Duluth-Grand Rapids, MN-WI",St. Louis County,Minnesota,27,137,Central
20260,,228,"Duluth, MN-WI",Metropolitan Statistical Area,,"Duluth-Grand Rapids, MN-WI",Douglas County,Wisconsin,55,031,Central
20300,,,"Dumas, TX",Micropolitan Statistical Area,,,Moore County,Texas,48,341,Central
