CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
17660,,518,"Coeur d'Alene, ID",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Kootenai County,Idaho,16,055,Central
17700,,,"Coffeyville, KS",Micropolitan Statistical Area,,,Montgomery County,Kansas,20,125,Central
17740,,,"Coldwater, MI",Micropolitan Statistical Area,,,Branch County,Michigan,26,023,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Brazos County,Texas,48,041,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Burleson County,Texas,48,051,Outlying
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Robertson County,Texas,48,395,Outlying
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,,,El Paso County,Colorado,08,041,Central
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,,,Teller County,Colorado,08,119,Outlying
17860,,190,"Columbia, MO",Metropolitan Statistical Area,,"Columbia-Moberly-Mexico, MO",Boone County,Missouri,29,019,Central
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Calhoun County,South Carolina,45,017,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Fairfield County,South Carolina,45,039,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Kershaw County,South Carolina,45,055,Outlying
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Lexington County,South Carolina,45,063,Central
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Richland County,South Carolina,45,079,Central
17900,,192,"Columbia, SC",Metropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Saluda County,South Carolina,45,081,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Russell County,Alabama,01,113,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Chattahoochee County,Georgia,13,053,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Harris County,Georgia,13,145,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Marion County,Georgia,13,197,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Muscogee County,Georgia,13,215,Central
18020,,294,"Columbus, IN",Metropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Bartholomew County,Indiana,18,005,Central
18060,,200,"Columbus, MS",Micropolitan Statistical Area,,"Columbus-West Point, MS",Lowndes County,Mississippi,28,087,Central
18100,,,"Columbus, NE",Micropolitan Statistical Area,,,Platte County,Nebraska,31,141,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Delaware County,Ohio,39,041,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Fairfield County,Ohio,39,045,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Franklin County,Ohio,39,049,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Hocking County,Ohio,39,073,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Licking County,Ohio,39,089,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Madison County,Ohio,39,097,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Morrow County,Ohio,39,117,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Perry County,Ohio,39,127,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Pickaway County,Ohio,39,129,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Union County,Ohio,39,159,Outlying
18180,,148,"Concord, NH",Micropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Merrimack County,New Hampshire,33,013,Central
18220,,458,"Connersville, IN",Micropolitan Statistical Area,,"Richmond-Connersville, IN",Fayette County,Indiana,18,041,Central
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Jackson County,Tennessee,47,087,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Overton County,Tennessee,47,133,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Putnam County,Tennessee,47,141,Central
18300,,,"Coos Bay, OR",Micropolitan Statistical Area,,,Coos County,Oregon,41,011,Central
18380,,,"Cordele, GA",Micropolitan Statistical Area,,,Crisp County,Georgia,13,081,Central
18420,,,"Corinth, MS",Micropolitan Statistical Area,,,Alcorn County,Mississippi,28,003,Central
18460,,,"Cornelia, GA",Micropolitan Statistical Area,,,Habersham County,Georgia,13,137,Central
18500,,236,"Corning, NY",Micropolitan Statistical Area,,"Elmira-Corning, NY",Steuben County,New York,36,101,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Aransas County,Texas,48,007,Outlying
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Nueces County,Texas,48,355,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",San Patricio County,Texas,48,409,Central
18620,,206,"Corsicana, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Navarro County,Texas,48,349,Central
18660,,296,"Cortland, NY",Micropolitan Statistical Area,,"Ithaca-Cortland, NY",Cortland County,New York,36,023,Central
18700,,440,"Corvallis, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Benton County,Oregon,41,003,Central
18740,,,"Coshocton, OH",Micropolitan Statistical Area,,,Coshocton County,Ohio,39,031,Central
18780,,525,"Craig, CO",Micropolitan Statistical Area,,"Steamboat Springs-Craig, CO",Moffat County,Colorado,08,081,Central
18820,,294,"Crawfordsville, IN",Micropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Montgomery County,Indiana,18,107,Central
18860,,,"Crescent City, CA",Micropolitan Statistical Area,,,Del Norte County,California,06,015,Central
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,Okaloosa County,Florida,12,091,Central
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,Walton County,Florida,12,131,Central
18900,,,"Crossville, TN",Micropolitan Statistical Area,,,Cumberland County,Tennessee,47,035,Central
18980,,142,"Cullman, AL",Micropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Cullman County,Alabama,01,043,Central
19000,,,"Cullowhee, NC",Micropolitan Statistical Area,,,Jackson County,North Carolina,37,099,Central
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,,,Allegany County,Maryland,24,001,Central
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,,,Mineral County,West Virginia,54,057,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Collin County,Texas,48,085,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Dallas County,Texas,48,113,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Denton County,Texas,48,121,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Ellis County,Texas,48,139,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Hunt County,Texas,48,231,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Kaufman County,Texas,48,257,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Rockwall County,Texas,48,397,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Hood County,Texas,48,221,Outlying
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Johnson County,Texas,48,251,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Parker County,Texas,48,367,Outlying
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Somervell County,Texas,48,425,Outlying
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Tarrant County,Texas,48,439,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Wise County,Texas,48,497,Outlying
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Murray County,Georgia,13,213,Central
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Whitfield County,Georgia,13,313,Central
19180,,,"Danville, IL",Metropolitan Statistical Area,,,Vermilion County,Illinois,17,183,Central
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Boyle County,Kentucky,21,021,Central
19220,,,"Danville, KY",Micropolitan Statistical Area,,,Lincoln County,Kentucky,21,137,Outlying
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Pittsylvania County,Virginia,51,143,Central
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Danville city,Virginia,51,590,Central
19300,,380,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Baldwin County,Alabama,01,003,Central
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Henry County,Illinois,17,073,Outlying
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Mercer County,Illinois,17,131,Outlying
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Rock Island County,Illinois,17,161,Central
19340,,209,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,"Davenport-Moline, IA-IL",Scott County,Iowa,19,163,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Greene County,Ohio,39,057,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Miami County,Ohio,39,109,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Montgomery County,Ohio,39,113,Central
19420,,174,"Dayton, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Rhea County,Tennessee,47,143,Central
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Lawrence County,Alabama,01,079,Outlying
19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Morgan County,Alabama,01,103,Central
19500,,,"Decatur, IL",Metropolitan Statistical Area,,,Macon County,Illinois,17,115,Central
19540,,258,"Decatur, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Adams County,Indiana,18,001,Central
19580,,,"Defiance, OH",Micropolitan Statistical Area,,,Defiance County,Ohio,39,039,Central
19620,,,"Del Rio, TX",Micropolitan Statistical Area,,,Val Verde County,Texas,48,465,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Flagler County,Florida,12,035,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Volusia County,Florida,12,127,Central
19700,,,"Deming, NM",Micropolitan Statistical Area,,,Luna County,New Mexico,35,029,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Adams County,Colorado,08,001,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,08,005,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Broomfield County,Colorado,08,014,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Clear Creek County,Colorado,08,019,Outlying
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Denver County,Colorado,08,031,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Douglas County,Colorado,08,035,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Elbert County,Colorado,08,039,Outlying
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Gilpin County,Colorado,08,047,Outlying
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Jefferson County,Colorado,08,059,Central
19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Park County,Colorado,08,093,Outlying
19760,,217,"DeRidder, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Beauregard Parish,Louisiana,22,011,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Dallas County,Iowa,19,049,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Guthrie County,Iowa,19,077,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Madison County,Iowa,19,121,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Polk County,Iowa,19,153,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Warren County,Iowa,19,181,Outlying
19820,19804,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI",Wayne County,Michigan,26,163,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Lapeer County,Michigan,26,087,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Livingston County,Michigan,26,093,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Macomb County,Michigan,26,099,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Oakland County,Michigan,26,125,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",St. Clair County,Michigan,26,147,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Stark County,North Dakota,38,089,Central
19940,,221,"Dixon, IL",Micropolitan Statistical Area,,"Dixon-Sterling, IL",Lee County,Illinois,17,103,Central
19980,,,"Dodge City, KS",Micropolitan Statistical Area,,,Ford County,Kansas,20,057,Central
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Geneva County,Alabama,01,061,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Henry County,Alabama,01,067,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Houston County,Alabama,01,069,Central
20060,,,"Douglas, GA",Micropolitan Statistical Area,,,Coffee County,Georgia,13,069,Central
20100,,428,"Dover, DE",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Kent County,Delaware,10,001,Central
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Johnson County,Georgia,13,167,Outlying
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Laurens County,Georgia,13,175,Central
20180,,524,"DuBois, PA",Micropolitan Statistical Area,,"State College-DuBois, PA",Clearfield County,Pennsylvania,42,033,Central
20220,,,"Dubuque, IA",Metropolitan Statistical Area,,,Dubuque County,Iowa,19,061,Central
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,Carlton County,Minnesota,27,017,Outlying
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,St. Louis County,Minnesota,27,137,Central
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,Douglas County,Wisconsin,55,031,Central
20300,,,"Dumas, TX",Micropolitan Statistical Area,,,Moore County,Texas,48,341,Central
20340,,,"Duncan, OK",Micropolitan Statistical Area,,,Stephens County,Oklahoma,40,137,Central
20380,,450,"Dunn, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Harnett County,North Carolina,37,085,Central
20420,,,"Durango, CO",Micropolitan Statistical Area,,,La Plata County,Colorado,08,067,Central
20460,,206,"Durant, OK",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Bryan County,Oklahoma,40,013,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Chatham County,North Carolina,37,037,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Durham County,North Carolina,37,063,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Orange County,North Carolina,37,135,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Person County,North Carolina,37,145,Outlying
20540,,,"Dyersburg, TN",Micropolitan Statistical Area,,,Dyer County,Tennessee,47,045,Central
20580,,,"Eagle Pass, TX",Micropolitan Statistical Area,,,Maverick County,Texas,48,323,Central
20660,,548,"Easton, MD",Micropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Talbot County,Maryland,24,041,Central
20700,,408,"East Stroudsburg, PA",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Monroe County,Pennsylvania,42,089,Central
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Chippewa County,Wisconsin,55,017,Central
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Eau Claire County,Wisconsin,55,035,Central
20780,,233,"Edwards, CO",Micropolitan Statistical Area,,"Edwards-Glenwood Springs, CO",Eagle County,Colorado,08,037,Central
20820,,,"Effingham, IL",Micropolitan Statistical Area,,,Effingham County,Illinois,17,049,Central
20900,,288,"El Campo, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Wharton County,Texas,48,481,Central
20940,,,"El Centro, CA",Metropolitan Statistical Area,,,Imperial County,California,06,025,Central
20980,,,"El Dorado, AR",Micropolitan Statistical Area,,,Union County,Arkansas,05,139,Central
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,37,029,Outlying
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Pasquotank County,North Carolina,37,139,Central
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Perquimans County,North Carolina,37,143,Outlying
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Hardin County,Kentucky,21,093,Central
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Larue County,Kentucky,21,123,Outlying
21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Meade County,Kentucky,21,163,Outlying
21120,,,"Elk City, OK",Micropolitan Statistical Area,,,Beckham County,Oklahoma,40,009,Central
21140,,515,"Elkhart-Goshen, IN",Metropolitan Statistical Area,,"South Bend-Elkhart-Mishawaka, IN-MI",Elkhart County,Indiana,18,039,Central
21180,,,"Elkins, WV",Micropolitan Statistical Area,,,Randolph County,West Virginia,54,083,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Elko County,Nevada,32,007,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Eureka County,Nevada,32,011,Outlying
21260,,,"Ellensburg, WA",Micropolitan Statistical Area,,,Kittitas County,Washington,53,037,Central
21300,,236,"Elmira, NY",Metropolitan Statistical Area,,"Elmira-Corning, NY",Chemung County,New York,36,015,Central
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",El Paso County,Texas,48,141,Central
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",Hudspeth County,Texas,48,229,Outlying
21380,,,"Emporia, KS",Micropolitan Statistical Area,,,Lyon County,Kansas,20,111,Central
21420,,,"Enid, OK",Metropolitan Statistical Area,,,Garfield County,Oklahoma,40,047,Central
21460,,222,"Enterprise, AL",Micropolitan Statistical Area,,"Dothan-Enterprise-Ozark, AL",Coffee County,Alabama,01,031,Central
21500,,240,"Erie, PA",Metropolitan Statistical Area,,"Erie-Meadville, PA",Erie County,Pennsylvania,42,049,Central
21540,,,"Escanaba, MI",Micropolitan Statistical Area,,,Delta County,Michigan,26,041,Central
21580,,106,"Española, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Rio Arriba County,New Mexico,35,039,Central
21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,,,Barbour County,Alabama,01,005,Central
21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,,,Quitman County,Georgia,13,239,Outlying
21660,,,"Eugene, OR",Metropolitan Statistical Area,,,Lane County,Oregon,41,039,Central
21700,,,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,,,Humboldt County,California,06,023,Central
21740,,,"Evanston, WY",Micropolitan Statistical Area,,,Uinta County,Wyoming,56,041,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Posey County,Indiana,18,129,Outlying
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Vanderburgh County,Indiana,18,163,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Warrick County,Indiana,18,173,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Henderson County,Kentucky,21,101,Central
21820,,,"Fairbanks, AK",Metropolitan Statistical Area,,,Fairbanks North Star Borough,Alaska,02,090,Central
21840,,,"Fairfield, IA",Micropolitan Statistical Area,,,Jefferson County,Iowa,19,101,Central
21860,,,"Fairmont, MN",Micropolitan Statistical Area,,,Martin County,Minnesota,27,091,Central
21900,,390,"Fairmont, WV",Micropolitan Statistical Area,,"Morgantown-Fairmont, WV",Marion County,West Virginia,54,049,Central
21980,,,"Fallon, NV",Micropolitan Statistical Area,,,Churchill County,Nevada,32,001,Central
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Clay County,Minnesota,27,027,Central
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Cass County,North Dakota,38,017,Central
22060,,378,"Faribault-Northfield, MN",Micropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Rice County,Minnesota,27,131,Central
22100,,476,"Farmington, MO",Micropolitan Statistical Area,,"St. Louis-St. Charles-Farmington, MO-IL",St. Francois County,Missouri,29,187,Central
22140,,,"Farmington, NM",Metropolitan Statistical Area,,,San Juan County,New Mexico,35,045,Central
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Cumberland County,North Carolina,37,051,Central
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Hoke County,North Carolina,37,093,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Benton County,Arkansas,05,007,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Madison County,Arkansas,05,087,Outlying
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,Washington County,Arkansas,05,143,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,,,McDonald County,Missouri,29,119,Outlying
22260,,,"Fergus Falls, MN",Micropolitan Statistical Area,,,Otter Tail County,Minnesota,27,111,Central
22280,,456,"Fernley, NV",Micropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Lyon County,Nevada,32,019,Central
22300,,248,"Findlay, OH",Micropolitan Statistical Area,,"Findlay-Tiffin, OH",Hancock County,Ohio,39,063,Central
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,,,Ben Hill County,Georgia,13,017,Central
22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,,,Coconino County,Arizona,04,005,Central
22420,,220,"Flint, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,26,049,Central
22500,,,"Florence, SC",Metropolitan Statistical Area,,,Darlington County,South Carolina,45,031,Outlying
22500,,,"Florence, SC",Metropolitan Statistical Area,,,Florence County,South Carolina,45,041,Central
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Colbert County,Alabama,01,033,Central
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Lauderdale County,Alabama,01,077,Central
22540,,,"Fond du Lac, WI",Metropolitan Statistical Area,,,Fond du Lac County,Wisconsin,55,039,Central
22580,,,"Forest City, NC",Micropolitan Statistical Area,,,Rutherford County,North Carolina,37,161,Central
